,Unnamed: 0,name,wk1_points,wk2_name,wk2_points,wk3_name,wk3_points,wk4_name,wk4_points,wk5_name,wk5_points,wk6_name,wk6_points,wk7_name,wk7_points,wk8_name,wk8_points,wk9_name,wk9_points,wk10_name,wk10_points,wk11_name,wk11_points,wk12_name,wk12_points,wk13_name,wk13_points,wk14_name,wk14_points,wk15_name,wk15_points,wk16_name,wk16_points,wk17_name,wk17_points
10,729,T.Newman,0.0,K.Huber,0.0,G.Kittle,0.8,R.Cobb,10.4,B.Reedy,0.0,G.Gano,0.0,M.King,0.0,S.Koch,0.0,J.Burris,0.0,T.Niklas,0.0,T.Watson,0.0,T.Jones,0.0,D.Bailey,0.0,M.Bosher,0.0,G.Stewart,0.0,B.Perriman,1.4,B.Reed,0.0
11,657,J.Witten,11.9,A.Jones,0.0,K.Nelson,0.0,J.Ryan,0.0,N.Folk,0.0,M.Palardy,0.0,T.Carrie,0.0,B.Rainey,0.0,C.Catanzaro,0.0,K.Williams,0.0,S.Davis,0.0,A.Spence,0.0,C.Jones,0.0,A.Roberts,0.0,T.Green,0.0,J.Hill,0.0,A.Rubin,0.0
12,207,T.Suggs,0.0,D.Kirkpatrick,0.0,R.Gould,0.0,B.Martinez,0.0,B.Anger,0.0,T.Davis,0.0,K.Joseph,0.0,L.Webb,0.0,L.Edwards,0.0,C.Jones,0.0,S.Tuitt,0.0,E.Ansah,0.0,R.Switzer,0.0,B.Reed,0.0,K.Moore II,0.0,J.Tucker,0.0,V.Beasley,0.0
13,641,M.Adams,0.0,G.Iloka,0.0,B.Pinion,0.0,M.Crosby,0.0,R.Russell,0.0,J.Byrd,0.0,D.Amerson,0.0,G.Whalen,0.0,A.Stewart,0.0,C.Peters,0.0,R.Shazier,0.0,P.Worrilow,0.0,J.Lewis,0.0,K.Ishmael,0.0,A.Morrison,0.0,S.Koch,0.0,D.Poe,0.0
14,465,D.Jones,0.0,R.Glasgow,0.0,V.Bolden,0.0,J.Vogel,0.0,W.Gholston,0.0,M.Adams,0.0,B.Irvin,0.0,E.Weddle,0.0,J.Kerley,0.0,A.Bethea,0.0,C.Sensabaugh,0.0,T.Whitehead,0.0,L.Neal,0.0,D.Poe,0.0,D.White,0.0,M.Canady,0.0,B.Poole,0.0
15,679,E.Manning,6.74,K.Minter,0.0,E.Mitchell,0.0,T.Davis,0.0,D.Bond,0.0,L.Kuechly,0.0,D.Autry,0.0,B.Williams,0.0,D.Bass,0.0,R.Gunter,0.0,A.Chickillo,0.0,T.Tabor,0.0,A.Hitchens,0.0,B.Poole,0.0,A.Woods,0.0,E.Weddle,0.0,R.Alford,0.0
16,302,A.Lee,0.0,V.Rey,0.0,R.Robinson,0.0,D.Lowry,0.0,C.McDonald,0.0,V.Butler,0.0,E.Vanderdoes,0.0,C.Mosley,0.0,D.Lee,0.0,D.Bucannon,0.0,T.Watt,0.0,G.Quin,0.0,T.Crawford,0.0,R.Alford,0.0,M.Farley,0.0,T.Jefferson,0.0,G.Jarrett,0.0
17,299,L.Fitzgerald,7.4,P.Sims,0.0,J.Ward,0.0,N.Perry,0.0,C.Conte,0.0,Ch.Johnson,0.0,N.Morrow,0.0,T.Jefferson,0.0,M.Pennel,0.0,B.Baker,0.0,C.Heyward,0.0,N.Lawson,0.0,X.Woods,0.0,G.Jarrett,0.0,D.Butler,0.0,C.Mosley,0.0,D.Campbell,0.0
18,238,B.Roethlisberger,15.72,C.Smith,0.0,R.Armstrong,0.0,Q.Dial,0.0,K.Beckwith,0.0,K.Seymour,0.0,J.Ellis,0.0,M.Pierce,0.0,J.Jenkins,0.0,K.Martin,0.0,R.Golden,0.0,A.Zettel,0.0,J.Smith,0.0,D.Campbell,0.0,J.Hankins,0.0,Z.Smith,0.0,D.Shelby,0.0
19,316,K.Dansby,0.0,D.Dennard,0.0,D.Johnson,0.0,C.Matthews,0.0,V.Hargreaves III,0.0,C.Munnerlyn,0.0,K.McGill,0.0,Z.Smith,0.0,D.Roberts,0.0,T.Mathieu,0.0,J.Hargrave,0.0,M.Killebrew,0.0,A.Brown,0.0,D.Shelby,0.0,J.Bostic,0.0,M.Pierce,0.0,R.Allen,0.0
20,789,P.Rivers,17.68,G.Atkins,0.0,K.Williams,0.0,K.Clark,0.0,C.Baker,0.0,C.Jones,0.0,M.Edwards,0.0,B.Carr,0.0,S.McLendon,0.0,F.Rucker,0.0,B.Dupree,0.0,D.Slay,0.0,D.Lawrence,0.0,R.Allen,0.0,Q.Wilson,0.0,B.Williams,0.0,D.Riley,0.0
21,735,J.Kuhn,0.2,C.Dunlap,0.0,S.Thomas,0.0,K.King,0.0,A.Glanton,0.0,S.Lotulelei,0.0,R.Nelson,0.0,M.Humphrey,0.0,B.Skrine,0.0,O.Pierre,0.0,L.Walton,0.0,A.Robinson,0.0,R.Ash,0.0,D.Jones,0.0,H.Ridgeway,0.0,B.Carr,0.0,D.Jones,0.0
22,611,R.Gould,0.0,S.Williams,0.0,A.Armstead,0.0,J.Hawkins,0.0,N.Spence,0.0,D.Mayo,0.0,K.Mack,0.0,T.Bowser,0.0,M.Maye,0.0,P.Peterson,0.0,A.Burns,0.0,Q.Diggs,0.0,K.Frazier,0.0,V.Beasley,0.0,J.Mbu,0.0,P.Onwuasor,0.0,T.McKinley,0.0
23,68,L.Alexander,0.0,J.Willis,0.0,J.Tartt,0.0,M.Burnett,0.0,R.Ayers Jr.,0.0,M.Addison,0.0,T.Hester,0.0,P.Onwuasor,0.0,M.Wilkerson,0.0,J.Mauro,0.0,M.Hilton,0.0,C.Washington,0.0,D.Wilson,0.0,A.Clayborn,0.0,M.Hunt,0.0,M.Judon,0.0,K.Neal,0.0
24,28,A.Smith,31.02,N.Vigil,0.0,E.Harold,0.0,D.Randall,0.0,J.Evans,0.0,S.Thompson,0.0,S.Smith,0.0,J.Smith,0.0,K.Ealy,0.0,T.Williams,0.0,V.Williams,0.0,T.Wilson,0.0,J.Heath,0.0,K.Neal,0.0,B.Mingo,0.0,A.Levine Sr.,0.0,D.Trufant,0.0
25,642,T.Davis,0.0,D.Watson,17.7,B.Coyle,0.0,J.Jones,0.0,B.Grimes,0.0,J.Peppers,0.0,D.McDonald,0.0,M.Judon,0.0,L.Williams,0.0,K.Dansby,0.0,M.Mariota,14.74,J.Davis,0.0,T.Charlton,0.0,A.Rubin,0.0,J.Sheard,0.0,T.Suggs,0.0,K.Ishmael,0.0
26,44,D.Johnson,0.0,L.Miller,8.7,T.Carradine,0.0,K.Brice,0.0,G.McCoy,0.0,D.Worley,0.0,N.Bowman,0.0,C.Wormley,0.0,T.Taylor,26.9,H.Reddick,0.0,E.Decker,3.7,D.Hayden,0.0,B.Jones,0.0,D.Trufant,0.0,A.Walker,0.0,W.Henry,0.0,C.Upshaw,0.0
27,547,A.Rodgers,16.54,D.Foreman,4.0,N.Bowman,0.0,H.Clinton-Dix,0.0,R.McClain,0.0,J.Bradberry,0.0,A.Smith,25.68,A.Levine Sr.,0.0,M.Tolbert,1.6,R.Wilson,19.419999999999998,A.Jackson,0.5,C.Keenum,27.28,D.Irving,0.0,C.Upshaw,0.0,T.Siemian,0.6800000000000002,J.Brissett,13.4,C.Newton,11.100000000000001
28,520,F.Gore,5.2,D.Hopkins,7.3,D.Buckner,0.0,R.Jean Francois,0.0,T.Brady,12.62,C.Wentz,21.380000000000003,C.Spiller,0.0,T.Suggs,0.0,L.McCoy,2.5,T.Rawls,3.9000000000000004,D.Henry,3.2,S.Diggs,7.5,C.Awuzie,0.0,D.Brees,17.04,B.Osweiler,25.459999999999997,M.Mack,5.4,K.Clay,1.3
29,38,D.Colquitt,0.0,B.Miller,1.0,J.Goff,23.58,A.Brooks,0.0,D.Lewis,6.3,C.Clement,0.2,K.Hunt,11.7,C.Davis,0.0,N.O'Leary,3.0999999999999996,J.McKissic,4.6,D.Murray,4.7,J.McKinnon,5.4,B.Mayowa,0.0,A.Kamara,2.7,A.Janovich,-0.1,F.Gore,14.6,C.McCaffrey,5.4
30,453,D.Sproles,4.5,T.Ervin,1.6,T.Austin,-0.6000000000000001,M.Glennon,4.640000000000001,M.Gillislee,5.2,L.Blount,8.7,T.Hill,19.2,M.Moore,3.04,A.Holmes,1.6,C.Prosise,0.3,D.Walker,9.2,L.Murray,14.4,K.Cousins,12.639999999999999,M.Ingram,9.2,D.Booker,4.9,J.Doyle,4.1,C.Artis-Payne,1.6
31,583,J.Ryan,0.0,J.Clowney,0.0,T.Gurley,32.9,T.Cohen,4.6,J.White,6.0,K.Barner,1.6,A.Wilson,12.3,K.Drake,2.2,L.Thomas,2.5,N.Vannett,2.2,C.Davis,2.7,K.Rudolph,18.3,S.Perine,6.9,T.Ginn,0.7,C.Anderson,15.8,T.Hilton,10.0,F.Whittaker,0.9
32,275,M.Prater,0.0,K.Fairbairn,0.0,D.Carrier,1.7,B.Cunningham,2.6,D.Amendola,7.7,M.Johnson,1.6,D.Thomas,0.2,J.Ajayi,4.1,Z.Jones,11.3,D.Baldwin,9.5,R.Matthews,17.3,J.Wright,2.5,B.Marshall,3.5999999999999996,W.Snead,0.0,J.Heuerman,11.4,C.Rogers,1.9,E.Dickson,2.2
33,726,T.Johnson,0.0,S.Lechler,0.0,S.Watkins,22.6,Jo.Howard,12.3,B.Cooks,8.5,T.Burton,0.9,D.Robinson,6.9,L.Carroo,4.8,J.Matthews,2.5999999999999996,A.Darboh,0.3,R.Succop,0.0,M.Floyd,0.8,J.Doctson,8.6,M.Thomas,17.7,E.Sanders,6.8,A.Vinatieri,0.0,D.Funchess,10.8
34,341,J.Joseph,0.0,A.Hal,0.0,R.Woods,10.8,D.Sims,0.8,C.Hogan,13.4,A.Jeffery,7.1,D.Harris,1.6,K.Stills,6.5,D.Thompson,14.1,P.Richardson,4.3,B.Kern,0.0,A.Thielen,8.9,V.Davis,1.5,J.Hill,1.4,D.Thomas,6.9,R.Sanchez,0.0,G.Olsen,1.0
35,312,F.Rucker,0.0,J.Joseph,0.0,P.Cooper,-1.6,Z.Miller,4.5,S.Gostkowski,0.0,N.Agholor,11.5,A.Hunt,0.1,J.Landry,3.3,S.Hauschka,0.0,T.Lockett,1.6,L.Ryan,0.0,D.Hunter,0.0,N.Paul,1.2,B.Coleman,3.2,C.Latimer,14.0,N.Hairston,0.0,B.Bersin,3.6
36,11,S.Gostkowski,0.0,E.Pleasant,0.0,T.Higbee,0.4,J.Bellamy,3.6,R.Allen,0.0,Z.Ertz,13.8,R.Travis,0.3,J.Thomas,0.2,C.Schmidt,0.0,J.Graham,14.7,B.Orakpo,0.0,K.Forbath,0.0,J.Crowder,4.7,T.Lewis,9.0,J.Taylor,0.0,J.Sheard,0.0,G.Gano,0.0
37,687,B.Marshall,1.0,K.Johnson,0.0,C.Kupp,1.7,K.Wright,11.1,L.Guy,0.0,M.Hollins,3.8,T.Kelce,9.3,A.Fasano,1.1,P.DiMarco,0.0,S.Richardson,0.0,A.Johnson,0.0,R.Quigley,0.0,R.Grant,13.6,W.Lutz,0.0,B.McManus,0.0,T.Basham,0.0,M.Palardy,0.0
38,782,D.Peko,0.0,C.Covington,0.0,N.Robey,0.0,D.Thompson,4.4,T.Flowers,0.0,T.Smith,0.6,H.Butker,0.0,D.Williams,-0.1,M.Hyde,0.0,B.Walsh,0.0,A.Williamson,0.0,M.Sherels,0.0,N.Rose,0.0,T.Morstead,0.0,R.Dixon,0.0,J.George,0.0,C.Munnerlyn,0.0
39,75,K.Williams,0.0,D.Reader,0.0,R.Havenstein,0.0,C.Barth,0.0,D.Hightower,0.0,P.Robinson,0.0,D.Colquitt,0.0,C.Parkey,0.0,S.Wright,0.0,J.Ryan,0.0,J.Cyprien,0.0,A.Sendejo,0.0,T.Way,0.0,C.Banjo,0.0,J.Carter,0.0,K.Moore II,0.0,J.Byrd,0.0
40,378,D.Walker,7.6,Z.Cunningham,0.0,G.Zuerlein,0.0,P.O'Donnell,0.0,D.Harmon,0.0,J.Elliott,0.0,J.Chesson,0.0,M.Haack,0.0,C.Thornton,0.0,K.Wright,0.0,K.Klug,0.0,H.Smith,0.0,K.Fuller,0.0,M.Mauti,0.0,C.Harris,0.0,J.Hankins,0.0,K.Love,0.0
41,198,S.Koch,0.0,C.Moore,0.0,J.Hekker,0.0,L.Floyd,0.0,C.Marsh,0.0,D.Jones,0.0,T.Mitchell,0.0,J.Grant,0.0,K.Williams,0.0,R.Sherman,0.0,L.Sims,0.0,T.Waynes,0.0,M.Harris,0.0,M.Te'o,0.0,T.Davis,0.0,A.Morrison,0.0,M.Adams,0.0
42,307,A.Bethea,0.0,K.Jackson,0.0,M.Barron,0.0,M.Cooper,0.0,P.Chung,0.0,J.Mills,0.0,C.Jones,0.0,C.Allen,0.0,P.Brown,0.0,N.Jones,0.0,E.Walden,0.0,E.Kendricks,0.0,S.McGee,0.0,H.Kikaha,0.0,A.Gotsis,0.0,A.Woods,0.0,L.Kuechly,0.0
43,562,A.Brooks,0.0,B.McKinney,0.0,R.Quinn,0.0,R.Robertson-Harris,0.0,K.Van Noy,0.0,J.Hamilton,0.0,J.Houston,0.0,K.Alonso,0.0,L.Alexander,0.0,B.McDougald,0.0,J.Brown,0.0,T.Brock,0.0,A.Francis,0.0,C.Robertson,0.0,B.Roby,0.0,T.Green,0.0,W.Horton,0.0
44,737,A.Peterson,1.8,J.Heath,0.0,A.Donald,0.0,P.McPhee,0.0,J.Jones,0.0,V.Curry,0.0,D.Sorensen,0.0,X.Howard,0.0,R.Humber,0.0,G.Smith,0.0,K.Byard,0.0,A.Barr,0.0,Z.Vigil,0.0,K.Vaccaro,0.0,A.Talib,0.0,D.Butler,0.0,V.Butler,0.0
45,738,T.Ginn,5.8,M.Gilchrist,0.0,A.Ogletree,0.0,M.Unrein,0.0,D.McCourty,0.0,F.Cox,0.0,R.Nunez-Roches,0.0,M.Thomas,0.0,T.White,0.0,K.Chancellor,0.0,D.Jones,0.0,T.Johnson,0.0,Z.Brown,0.0,S.Rankins,0.0,Z.Kerr,0.0,M.Farley,0.0,C.Jones,0.0
46,404,M.Lynch,9.2,J.Watt,0.0,L.Joyner,0.0,W.Young,0.0,M.Butler,0.0,B.Allen,0.0,A.Bailey,0.0,J.Phillips,0.0,E.Yarbrough,0.0,M.Bennett,0.0,D.Morgan,0.0,E.Griffen,0.0,M.Ioannidis,0.0,K.Crawley,0.0,S.Harris,0.0,J.Mbu,0.0,T.Davis,0.0
47,414,R.Nelson,0.0,D.Cole,0.0,T.Walker,0.0,A.Amos,0.0,J.Richards,0.0,T.Jernigan,0.0,P.Gaines,0.0,C.Tankersley,0.0,S.Lawson,0.0,D.Jordan,0.0,S.Williams,0.0,X.Rhodes,0.0,Q.Dunbar,0.0,V.Bell,0.0,V.Miller,0.0,Q.Wilson,0.0,M.Addison,0.0
48,636,G.Olsen,1.8,J.Flacco,14.58,T.Johnson,0.0,A.Hicks,0.0,S.Gilmore,0.0,C.Long,0.0,M.Peters,0.0,R.Maualuga,0.0,R.Davis,0.0,B.Wagner,0.0,W.Woodyard,0.0,L.Joseph,0.0,B.Breeland,0.0,J.Hughes,0.0,B.Marshall,0.0,H.Ridgeway,0.0,K.Short,0.0
49,17,A.Branch,0.0,M.Campanaro,0.5,C.Barwin,0.0,K.Fuller,0.0,A.Butler,0.0,M.Jenkins,0.0,K.Pierre-Louis,0.0,V.Taylor,0.0,A.Washington,0.0,J.Lane,0.0,J.Casey,0.0,D.Prescott,3.16,J.Harvey-Clemons,0.0,D.Onyemata,0.0,D.Peko,0.0,M.Hunt,0.0,S.Thompson,0.0
50,374,P.Posluszny,0.0,J.Allen,16.1,Co.Davis,0.0,C.Jones,0.0,M.Brown,0.0,R.McLeod,0.0,F.Zombo,0.0,R.Jones,0.0,J.Poyer,0.0,J.Coleman,0.0,M.Trubisky,14.46,A.Morris,4.9,R.Kerrigan,0.0,M.Williams,0.0,S.Ray,0.0,B.Mingo,0.0,D.Worley,0.0
51,199,E.Weddle,0.0,T.West,10.5,M.Longacre,0.0,D.Trevathan,0.0,E.Roberts,0.0,J.Hicks,0.0,D.Ford,0.0,C.Wake,0.0,C.Newton,20.08,N.Peterman,7.16,T.Cohen,11.9,R.Switzer,-0.4,J.Galette,0.0,P.Williams,0.0,W.Parks,0.0,G.Stewart,0.0,J.Bradberry,0.0
52,13,D.Harris,0.0,A.Collins,2.2,T.Hill,0.0,E.Jackson,0.0,D.Wise,0.0,R.Douglas,0.0,R.Parker,0.0,C.Harris,0.0,J.Stewart,-1.9,T.Taylor,2.9400000000000004,Jo.Howard,18.5,R.Smith,10.799999999999999,M.Spaight,0.0,T.Hendrickson,0.0,D.Stewart,0.0,A.Walker,0.0,J.Flacco,14.12
53,663,J.Durant,0.0,M.Williams,2.3000000000000003,M.Alexander,0.0,J.Timu,0.0,A.Dalton,13.319999999999999,N.Bradham,0.0,E.Murray,0.0,N.Suh,0.0,R.Shepard,1.1,D.Thompson,0.5,D.Inman,4.3,T.Williams,6.0,E.Hood,0.0,M.Lattimore,0.0,M.Stafford,17.38,B.Hundley,6.0,D.Woodhead,1.9000000000000001
54,806,B.Mebane,0.0,N.Boyle,0.9,E.Westbrooks,0.0,B.Callahan,0.0,G.Bernard,3.2,J.Walker,0.0,D.Johnson,0.0,D.Godchaux,0.0,C.Artis-Payne,0.3,P.DiMarco,2.1,B.Cunningham,1.8,B.Butler,0.5,R.Anderson,0.0,C.Jordan,0.0,T.Riddick,4.1000000000000005,J.Williams,5.8,A.Collins,15.600000000000001
55,456,B.Celek,1.1,J.Maclin,9.1,M.Fox,0.0,E.Goldman,0.0,J.Hill,1.6,D.Barnett,0.0,B.Logan,0.0,L.Timmons,0.0,C.McCaffrey,15.399999999999999,L.McCoy,6.0,A.Shaheen,10.1,C.Beasley,1.9,D.Swearinger,0.0,J.Webb,2.1,T.Green,3.5,A.Jones,1.3,J.Allen,3.7
56,469,C.Graham,0.0,B.Watson,9.1,T.Smart,0.0,J.Cutler,5.06,A.Erickson,0.6,M.Kendricks,0.0,T.Taylor,20.02,W.Hayes,0.0,C.Samuel,3.6999999999999997,M.Tolbert,1.5,K.Wright,2.5,J.Witten,4.4,P.Smith,0.0,N.Peterman,7.279999999999999,A.Abdullah,2.1,R.Cobb,1.6,M.Campanaro,3.6
57,258,W.Gay,0.0,M.Wallace,0.7,C.Littleton,0.0,D.Williams,0.1,J.Mixon,11.1,B.Graham,0.0,D.Thompson,10.7,T.Fede,0.0,D.Funchess,8.6,K.Benjamin,4.2,T.McBride,1.4,D.Bryant,3.7,D.Everett,0.0,L.McCoy,21.8,E.Ebron,9.3,L.Kendricks,3.6,P.Ricard,0.2
58,557,M.Crosby,0.0,M.Judon,0.0,M.Brockers,0.0,K.Drake,1.1,C.Uzomah,2.1,M.Ryan,11.92,L.McCoy,22.200000000000003,D.Kizer,14.96,K.Clay,0.0,C.Clay,1.3,D.Brown,2.3,T.Frederick,0.0,J.Norman,0.0,M.Tolbert,1.2000000000000002,K.Golladay,2.9,A.Ripkowski,0.4,N.Boyle,2.4
59,384,B.Kern,0.0,J.Tucker,0.0,C.Henne,-0.3,J.Ajayi,5.3999999999999995,B.LaFell,3.2,D.Freeman,7.9,M.Tolbert,3.0,D.Johnson,4.3,G.Gano,0.0,J.Matthews,1.4,A.Hicks,0.0,C.Jones,0.0,M.Ryan,7.02,T.Cadet,0.2,J.Agnew,0.6,J.Janis,1.2,C.Moore,6.6
60,400,W.Woodyard,0.0,S.Koch,0.0,B.Bortles,27.56,D.Parker,6.9,A.Green,22.9,T.Coleman,9.6,A.Holmes,1.1,I.Crowell,15.8,M.Palardy,0.0,N.O'Leary,6.7,C.Barth,0.0,J.Durant,0.0,D.Freeman,8.1,K.Benjamin,9.8,G.Tate,3.3,J.Nelson,1.1,B.Watson,6.1
61,124,J.Freeman,0.0,E.Weddle,0.0,C.Grant,9.3,K.Stills,1.3,T.Kroft,3.8,M.Bosher,0.0,J.Matthews,1.0,M.Dayes,1.5,C.Munnerlyn,0.0,D.Dawkins,0.0,P.O'Donnell,0.0,J.Lewis,0.0,T.Coleman,4.9,D.Thompson,3.4,M.Jones,8.5,M.Clark,3.6,M.Wallace,10.0
62,62,S.Hauschka,0.0,B.Williams,0.0,L.Fournette,14.0,J.Landry,4.0,T.Boyd,0.6,J.Hardy,3.4,T.Jones,1.1,R.Louis,4.2,K.Love,0.0,K.Williams,0.0,L.Floyd,0.0,A.Hitchens,0.0,T.Gabriel,1.1,N.O'Leary,0.9,T.Jones,8.6,G.Allison,0.9,E.Weddle,0.0
63,188,D.Woodhead,3.7,C.Mosley,0.0,C.Ivory,4.2,J.Thomas,2.9,R.Bullock,0.0,A.Hooper,4.8,Z.Jones,1.7,R.Higgins,1.4,M.Adams,0.0,S.Hauschka,0.0,N.Kwiatkoski,0.0,T.Crawford,0.0,A.Hooper,2.1,C.Clay,1.1,M.Prater,0.0,J.Vogel,0.0,J.Tucker,0.0
64,8,D.Amendola,10.0,T.Jefferson,0.0,A.Hurns,8.0,J.James,0.0,K.Huber,0.0,M.Hall,10.0,L.Thomas,8.2,S.Coates,1.3,L.Kuechly,0.0,C.Schmidt,0.0,M.Cooper,0.0,J.Smith,0.0,M.Hall,2.0,S.Hauschka,0.0,S.Martin,0.0,T.Davis,0.0,S.Koch,0.0
65,55,M.Tolbert,11.4,M.Pierce,0.0,M.Lewis,24.2,M.Haack,0.0,A.Jones,0.0,T.Gabriel,3.9,N.O'Leary,5.8,D.Njoku,1.9,W.Horton,0.0,B.Tate,0.0,P.McPhee,0.0,J.Heath,0.0,L.Toilolo,2.5,C.Schmidt,0.0,D.Fells,0.0,K.Fackrell,0.0,M.Canady,0.0
66,118,C.Barth,0.0,B.Urban,0.0,M.Lee,6.5,J.Grant,0.0,M.Johnson,0.0,Ju.Jones,7.2,T.White,0.0,B.Treggs,-0.8,Ch.Johnson,0.0,M.Milano,0.0,M.Unrein,0.0,O.Scandrick,0.0,Ju.Jones,2.4,B.Tate,0.0,A.Spence,0.0,D.House,0.0,B.Williams,0.0
67,468,C.Long,0.0,B.Carr,0.0,J.O'Shaughnessy,1.2,C.Allen,0.0,D.Kirkpatrick,0.0,S.Neasman,0.0,L.Johnson,0.0,S.DeValve,0.0,S.Lotulelei,0.0,S.Wright,0.0,C.LeBlanc,0.0,D.Wilson,0.0,M.Sanu,4.3,C.Thornton,0.0,T.Tabor,0.0,D.Lowry,0.0,M.Judon,0.0
68,135,M.Ryan,17.94,M.Humphrey,0.0,K.Cole,1.3,K.Alonso,0.0,G.Iloka,0.0,M.Bryant,0.0,S.Hauschka,0.0,Z.Gonzalez,0.0,K.Coleman,0.0,C.Thornton,0.0,J.Bullard,0.0,D.Lawrence,0.0,M.Bryant,0.0,N.Capi,0.0,C.Washington,0.0,B.Martinez,0.0,T.Jefferson,0.0
69,630,J.Stewart,14.2,T.Bowser,0.0,T.Bohanon,0.8,X.Howard,0.0,C.Lawson,0.0,A.Roberts,0.0,C.Schmidt,0.0,B.Colquitt,0.0,T.Davis,0.0,P.Brown,0.0,A.Amos,0.0,B.Mayowa,0.0,M.Bosher,0.0,E.Gaines,0.0,T.Whitehead,0.0,A.Brooks,0.0,M.Pierce,0.0
